ECG,Heart Rate
0.469666,82
0.490417,82
0.505371,82
0.514221,82
0.516357,82
0.51178,82
0.500488,82
0.482483,82
0.458374,82
0.428467,82
0.393066,82
0.353088,82
0.308838,82
0.261536,82
0.212097,82
0.161743,82
0.111694,82
0.0628662,82
0.0170898,82
-0.0250244,82
-0.062561,82
-0.0946045,82
-0.120544,82
-0.140381,82
-0.153503,82
-0.160217,82
-0.161438,82
-0.157166,82
-0.148621,82
-0.136414,82
-0.12146,82
-0.104675,82
-0.0863647,82
-0.0680542,82
-0.0494385,82
-0.0317383,82
-0.0152588,82
-0.000610352,82
0.012207,82
0.0219727,82
0.0296021,82
0.03479,82
0.0378418,82
0.0390625,82
0.0384521,82
0.0369263,82
0.0341797,82
0.0305176,82
0.0268555,82
0.0228882,82
0.0192261,82
0.0158691,82
0.0128174,82
0.010376,82
0.00823975,82
0.00640869,82
0.00518799,82
0.00396729,82
0.00366211,82
0.00335693,82
0.00366211,82
0.00457764,82
0.00549316,82
0.00671387,82
0.00793457,82
0.00946045,82
0.0106812,82
0.012207,82
0.0131226,82
0.0140381,82
0.0146484,82
0.0152588,82
0.015564,82
0.0161743,82
0.0164795,82
0.0167847,82
0.0167847,82
0.0164795,82
0.0164795,82
0.0158691,82
0.015564,82
0.0152588,82
0.0149536,82
0.0146484,82
0.0140381,82
0.0137329,82
0.0131226,82
0.0128174,82
0.0125122,82
0.0125122,82
0.0128174,82
0.0134277,82
0.0146484,82
0.0158691,82
0.0170898,82
0.0183105,82
0.0195313,82
0.020752,82
0.0219727,82
0.0231934,82
0.0241089,82
0.0253296,82
0.0262451,82
0.0271606,82
0.0283813,82
0.0292969,82
0.0305176,82
0.0317383,82
0.032959,82
0.0335693,82
0.0338745,82
0.0341797,82
0.0338745,82
0.0338745,82
0.0341797,82
0.0344849,82
0.0350952,82
0.0357056,82
0.0366211,82
0.0375366,82
0.038147,82
0.0390625,82
0.039978,82
0.0408936,82
0.0418091,82
0.0430298,82
0.0442505,82
0.0457764,82
0.0473022,82
0.0488281,82
0.0500488,82
0.0515747,82
0.0527954,82
0.0540161,82
0.055542,82
0.0564575,82
0.0576782,82
0.0588989,82
0.0601196,82
0.0613403,82
0.062561,82
0.0637817,82
0.0650024,82
0.065918,82
0.0668335,82
0.0680542,82
0.0689697,82
0.0698853,82
0.071106,82
0.0726318,82
0.0741577,82
0.0756836,82
0.0775146,82
0.0790405,82
0.0808716,82
0.0827026,82
0.0845337,82
0.0860596,82
0.0875854,82
0.0888062,82
0.0897217,82
0.0909424,82
0.0918579,82
0.0927734,82
0.0939941,82
0.09552,82
0.0970459,82
0.0985718,82
0.100403,82
0.101929,82
0.10376,82
0.105591,82
0.107117,82
0.108948,82
0.110779,82
0.11261,82
0.114441,82
0.116882,82
0.119324,82
0.12207,82
0.124817,82
0.127258,82
0.1297,82
0.131836,82
0.134277,82
0.136414,82
0.138855,82
0.141296,82
0.143738,82
0.145874,82
0.14801,82
0.149841,82
0.151672,82
0.153809,82
0.155945,82
0.158081,82
0.160217,82
0.162659,82
0.164795,82
0.167236,82
0.169678,82
0.172424,82
0.175171,82
0.177612,82
0.180359,82
0.183105,82
0.186157,82
0.189209,82
0.192566,82
0.195923,82
0.19928,82
0.202637,82
0.205994,82
0.209351,82
0.212708,82
0.216064,82
0.219116,82
0.222168,82
0.224915,82
0.227661,82
